country,state,cases,datetime
DE,Brandenburg,1,2020-03-04T10:00:00
DE,Saarland,1,2020-03-04T10:00:00
DE,Sachsen,1,2020-03-04T10:00:00
DE,Thüringen,1,2020-03-04T10:00:00
DE,Bremen,2,2020-03-04T10:00:00
DE,Hamburg,2,2020-03-04T10:00:00
DE,Rheinland-Pfalz,2,2020-03-04T10:00:00
DE,Schleswig Holstein,2,2020-03-04T10:00:00
DE,Mecklenburg-Vorpommern,3,2020-03-04T10:00:00
DE,Niedersachsen,4,2020-03-04T10:00:00
DE,Berlin,6,2020-03-04T10:00:00
DE,Hessen,12,2020-03-04T10:00:00
DE,Baden-Württemberg,44,2020-03-04T10:00:00
DE,Bayern,48,2020-03-04T10:00:00
DE,Nordrhein-Westfalen,111,2020-03-04T10:00:00
DE,sum,240,2020-03-04T10:00:00
DE,Brandenburg,1,2020-03-04T15:00:00
DE,Saarland,1,2020-03-04T15:00:00
DE,Sachsen,1,2020-03-04T15:00:00
DE,Thüringen,1,2020-03-04T15:00:00
DE,Schleswig Holstein,2,2020-03-04T15:00:00
DE,Bremen,3,2020-03-04T15:00:00
DE,Hamburg,3,2020-03-04T15:00:00
DE,Mecklenburg-Vorpommern,4,2020-03-04T15:00:00
DE,Berlin,7,2020-03-04T15:00:00
DE,Niedersachsen,7,2020-03-04T15:00:00
DE,Rheinland-Pfalz,7,2020-03-04T15:00:00
DE,Hessen,12,2020-03-04T15:00:00
DE,Bayern,48,2020-03-04T15:00:00
DE,Baden-Württemberg,50,2020-03-04T15:00:00
DE,Nordrhein-Westfalen,115,2020-03-04T15:00:00
DE,sum,262,2020-03-04T15:00:00
